Tiempo,Direccion de viento media vectorial,Direccion de viento media escalar,Direccion de rafaga
2026-04-21 02:30:00,343.4000,319.9000,356.4000
2026-04-21 02:40:00,345.3000,0.5000,336.9000
2026-04-21 02:50:00,353.1000,351.0000,341.5000
2026-04-21 03:00:00,6.3000,345.7000,355.6000
2026-04-21 03:10:00,10.0000,348.6000,342.1000
2026-04-21 03:20:00,359.8000,336.7000,345.7000
2026-04-21 03:30:00,346.0000,351.3000,341.8000
2026-04-21 03:40:00,352.9000,349.2000,351.3000
2026-04-21 03:50:00,345.4000,3.3000,333.8000
2026-04-21 04:00:00,358.0000,10.3000,339.9000
2026-04-21 04:10:00,0.0000,5.0000,355.2000
2026-04-21 04:20:00,4.0000,357.4000,354.6000
2026-04-21 04:30:00,349.5000,355.4000,351.9000
2026-04-21 04:40:00,358.5000,7.0000,356.9000
2026-04-21 04:50:00,358.4000,9.3000,6.0000
2026-04-21 05:00:00,357.2000,341.9000,343.8000
2026-04-21 05:10:00,1.6000,15.5000,353.0000
2026-04-21 05:20:00,3.1000,356.5000,355.4000
2026-04-21 05:30:00,6.8000,357.1000,10.7000
2026-04-21 05:40:00,9.1000,4.8000,345.6000
2026-04-21 05:50:00,353.7000,21.6000,0.4000
2026-04-21 06:00:00,8.7000,27.3000,14.2000
2026-04-21 06:10:00,11.5000,31.3000,346.9000
2026-04-21 06:20:00,10.9000,20.2000,8.3000
2026-04-21 06:30:00,3.5000,16.6000,357.9000
2026-04-21 06:40:00,7.7000,352.4000,23.6000
2026-04-21 06:50:00,357.1000,345.6000,334.7000
2026-04-21 07:00:00,2.8000,17.2000,23.2000
2026-04-21 07:10:00,13.0000,12.8000,333.7000
2026-04-21 07:20:00,8.0000,352.7000,337.2000
2026-04-21 07:30:00,355.5000,344.0000,336.8000
2026-04-21 07:40:00,2.2000,18.2000,2.6000
2026-04-21 07:50:00,4.0000,5.1000,313.3000
2026-04-21 08:00:00,0.6000,12.7000,359.9000
2026-04-21 08:10:00,2.4000,3.0000,3.6000
2026-04-21 08:20:00,346.9000,347.9000,352.0000
2026-04-21 08:30:00,0.4000,342.6000,359.4000
2026-04-21 08:40:00,11.9000,348.9000,351.0000
2026-04-21 08:50:00,0.8000,48.4000,0.4000
2026-04-21 09:00:00,349.0000,353.5000,11.6000
2026-04-21 09:10:00,351.8000,333.8000,351.4000
2026-04-21 09:20:00,146.8000,59.7000,345.6000
2026-04-21 09:30:00,343.3000,288.1000,312.1000
2026-04-21 09:40:00,348.0000,330.6000,337.5000
2026-04-21 09:50:00,92.0000,183.0000,340.0000
2026-04-21 10:00:00,64.2000,11.8000,65.5000
2026-04-21 10:10:00,49.5000,328.5000,70.7000
2026-04-21 10:20:00,65.4000,357.6000,327.5000
2026-04-21 10:30:00,42.0000,330.8000,298.5000
2026-04-21 10:40:00,352.7000,336.7000,336.9000
2026-04-21 10:50:00,355.6000,332.0000,354.7000
2026-04-21 11:00:00,349.5000,338.0000,332.0000
2026-04-21 11:10:00,347.6000,6.7000,328.1000
2026-04-21 11:20:00,336.7000,273.4000,338.3000
2026-04-21 11:30:00,22.6000,23.9000,346.3000
2026-04-21 11:40:00,14.8000,16.6000,342.9000
2026-04-21 11:50:00,358.6000,1.8000,340.1000
2026-04-21 12:00:00,11.8000,18.4000,335.1000
2026-04-21 12:10:00,16.6000,15.4000,11.8000
2026-04-21 12:20:00,18.7000,11.3000,15.4000
2026-04-21 12:30:00,45.5000,48.5000,52.4000
2026-04-21 12:40:00,20.9000,24.3000,52.3000
2026-04-21 12:50:00,18.3000,23.3000,20.3000
2026-04-21 13:00:00,22.1000,21.8000,31.8000
2026-04-21 13:10:00,23.1000,16.9000,21.7000
2026-04-21 13:20:00,27.3000,42.4000,31.7000
2026-04-21 13:30:00,11.4000,23.8000,54.7000
2026-04-21 13:40:00,8.3000,14.2000,18.0000
2026-04-21 13:50:00,11.5000,4.1000,20.8000
2026-04-21 14:00:00,14.6000,20.4000,4.6000
2026-04-21 14:10:00,93.4000,96.8000,22.3000
2026-04-21 14:20:00,0.1000,358.7000,341.1000
2026-04-21 14:30:00,28.3000,25.5000,35.6000
2026-04-21 14:40:00,174.6000,163.2000,164.1000
2026-04-21 14:50:00,152.1000,150.7000,166.2000
2026-04-21 15:00:00,117.6000,110.9000,155.7000
2026-04-21 15:10:00,98.6000,101.3000,112.2000
2026-04-21 15:20:00,114.4000,107.1000,120.3000
2026-04-21 15:30:00,29.8000,335.9000,121.2000
2026-04-21 15:40:00,21.4000,28.1000,27.1000
2026-04-21 15:50:00,343.3000,354.1000,358.5000
2026-04-21 16:00:00,345.4000,341.7000,340.4000
2026-04-21 16:10:00,3.3000,13.6000,342.9000
2026-04-21 16:20:00,2.0000,344.7000,345.0000
2026-04-21 16:30:00,1.9000,346.1000,338.6000
2026-04-21 16:40:00,349.3000,326.4000,358.3000
2026-04-21 16:50:00,1.6000,6.8000,323.3000
2026-04-21 17:00:00,14.3000,332.2000,353.4000
2026-04-21 17:10:00,9.7000,359.8000,24.1000
2026-04-21 17:20:00,24.7000,28.3000,30.4000
2026-04-21 17:30:00,30.5000,25.8000,28.7000
2026-04-21 17:40:00,29.2000,24.7000,29.6000
2026-04-21 17:50:00,26.6000,24.8000,29.1000
2026-04-21 18:00:00,52.8000,51.6000,31.9000
2026-04-21 18:10:00,46.6000,57.3000,58.6000
2026-04-21 18:20:00,60.0000,64.2000,52.8000
2026-04-21 18:30:00,59.3000,57.2000,60.8000
2026-04-21 18:40:00,50.9000,54.5000,56.0000
2026-04-21 18:50:00,65.3000,62.9000,59.9000
2026-04-21 19:00:00,78.4000,68.6000,72.7000
2026-04-21 19:10:00,81.8000,84.2000,91.9000
2026-04-21 19:20:00,90.0000,85.1000,91.3000
2026-04-21 19:30:00,100.3000,100.7000,92.3000
2026-04-21 19:40:00,98.3000,103.6000,99.0000
2026-04-21 19:50:00,91.1000,95.3000,102.5000
2026-04-21 20:00:00,101.6000,102.3000,106.9000
2026-04-21 20:10:00,98.8000,95.5000,96.5000
2026-04-21 20:20:00,98.3000,93.0000,96.4000
2026-04-21 20:30:00,93.8000,95.0000,94.3000
2026-04-21 20:40:00,99.5000,94.1000,96.2000
2026-04-21 20:50:00,100.9000,101.5000,99.6000
2026-04-21 21:00:00,94.9000,93.8000,93.8000
2026-04-21 21:10:00,96.1000,96.5000,98.9000
2026-04-21 21:20:00,92.3000,86.2000,96.7000
2026-04-21 21:30:00,98.8000,101.5000,94.1000
2026-04-21 21:40:00,97.2000,103.3000,94.7000
2026-04-21 21:50:00,92.4000,99.4000,97.9000
2026-04-21 22:00:00,97.2000,97.1000,92.6000
2026-04-21 22:10:00,98.1000,98.7000,88.5000
2026-04-21 22:20:00,85.8000,92.2000,95.2000
2026-04-21 22:30:00,92.4000,92.4000,95.6000
2026-04-21 22:40:00,89.1000,93.3000,86.4000
2026-04-21 22:50:00,92.8000,92.5000,91.7000
2026-04-21 23:00:00,75.1000,81.2000,95.6000
2026-04-21 23:10:00,97.0000,101.1000,95.4000
2026-04-21 23:20:00,77.2000,74.9000,96.6000
2026-04-21 23:30:00,87.3000,89.8000,79.5000
2026-04-21 23:40:00,86.5000,82.9000,94.2000
2026-04-21 23:50:00,77.9000,77.4000,92.6000
2026-04-22 00:00:00,70.4000,87.6000,76.8000
2026-04-22 00:10:00,72.5000,61.2000,63.8000
2026-04-22 00:20:00,84.1000,86.3000,92.6000
2026-04-22 00:30:00,91.0000,95.1000,92.4000
2026-04-22 00:40:00,99.5000,95.9000,98.2000
2026-04-22 00:50:00,91.7000,87.4000,100.5000
2026-04-22 01:00:00,89.1000,91.1000,106.3000
2026-04-22 01:10:00,99.1000,94.5000,98.5000
2026-04-22 01:20:00,93.0000,92.8000,100.9000
2026-04-22 01:30:00,97.7000,97.9000,97.4000
2026-04-22 01:40:00,85.9000,87.7000,96.5000
2026-04-22 01:50:00,80.0000,81.1000,96.6000
2026-04-22 02:00:00,71.2000,70.9000,96.9000
2026-04-22 02:10:00,76.9000,86.5000,99.2000
2026-04-22 02:20:00,98.2000,98.6000,91.4000
2026-04-22 02:30:00,95.6000,98.5000,95.2000
2026-04-22 02:40:00,79.7000,68.1000,105.0000
2026-04-22 02:50:00,64.1000,64.0000,64.5000
2026-04-22 03:00:00,66.2000,78.0000,59.3000
2026-04-22 03:10:00,100.1000,102.7000,114.5000
2026-04-22 03:20:00,108.7000,113.6000,97.7000
2026-04-22 03:30:00,105.3000,101.1000,107.3000
2026-04-22 03:40:00,112.7000,115.1000,108.6000
2026-04-22 03:50:00,78.9000,75.1000,109.6000
2026-04-22 04:00:00,98.1000,88.4000,71.5000
2026-04-22 04:10:00,127.1000,133.8000,117.9000
2026-04-22 04:20:00,80.6000,94.7000,133.1000
2026-04-22 04:30:00,60.7000,46.6000,99.6000
2026-04-22 04:40:00,58.1000,29.4000,113.1000
2026-04-22 04:50:00,42.7000,64.5000,76.3000
2026-04-22 05:00:00,79.2000,76.4000,81.6000
2026-04-22 05:10:00,63.0000,57.7000,86.5000
2026-04-22 05:20:00,35.0000,51.1000,58.9000
2026-04-22 05:30:00,152.8000,125.6000,55.0000
2026-04-22 05:40:00,85.3000,130.1000,114.5000
2026-04-22 05:50:00,117.9000,143.6000,108.2000
2026-04-22 06:00:00,355.7000,27.4000,116.4000
2026-04-22 06:10:00,120.4000,42.8000,108.4000
2026-04-22 06:20:00,150.5000,165.9000,160.0000
2026-04-22 06:30:00,152.2000,152.3000,143.9000
2026-04-22 06:40:00,141.3000,142.5000,154.0000
2026-04-22 06:50:00,120.6000,133.6000,132.0000
2026-04-22 07:00:00,145.1000,151.2000,149.5000
2026-04-22 07:10:00,119.9000,117.1000,149.8000
2026-04-22 07:20:00,41.1000,34.5000,115.9000
2026-04-22 07:30:00,55.2000,33.1000,60.9000
2026-04-22 07:40:00,61.6000,46.9000,16.5000
2026-04-22 07:50:00,63.9000,64.6000,62.9000
2026-04-22 08:00:00,72.6000,74.0000,72.2000
2026-04-22 08:10:00,17.8000,358.6000,6.0000
2026-04-22 08:20:00,25.9000,44.9000,25.1000
2026-04-22 08:30:00,36.1000,34.8000,25.5000
2026-04-22 08:40:00,71.5000,58.9000,21.6000
2026-04-22 08:50:00,68.9000,66.5000,63.9000
2026-04-22 09:00:00,25.4000,50.3000,72.0000
2026-04-22 09:10:00,47.3000,54.8000,356.9000
2026-04-22 09:20:00,33.1000,48.9000,26.4000
2026-04-22 09:30:00,68.2000,79.1000,36.9000
2026-04-22 09:40:00,79.2000,143.9000,14.7000
2026-04-22 09:50:00,118.2000,116.8000,97.3000
2026-04-22 10:00:00,97.7000,102.5000,153.8000
2026-04-22 10:10:00,68.3000,54.7000,3.0000
2026-04-22 10:20:00,93.1000,74.7000,40.0000
2026-04-22 10:30:00,76.3000,82.1000,82.5000
2026-04-22 10:40:00,101.7000,123.4000,73.6000
2026-04-22 10:50:00,33.3000,42.0000,74.6000
2026-04-22 11:00:00,32.4000,63.4000,57.5000
2026-04-22 11:10:00,43.2000,36.9000,63.4000
2026-04-22 11:20:00,52.9000,61.2000,57.9000
2026-04-22 11:30:00,37.9000,44.0000,50.0000
2026-04-22 11:40:00,46.2000,9.4000,49.5000
2026-04-22 11:50:00,95.6000,111.7000,70.4000
2026-04-22 12:00:00,119.6000,133.0000,127.8000
2026-04-22 12:10:00,108.1000,102.1000,112.8000
2026-04-22 12:20:00,96.5000,102.5000,101.6000
2026-04-22 12:30:00,117.5000,126.4000,105.3000
2026-04-22 12:40:00,122.7000,117.3000,102.5000
2026-04-22 12:50:00,105.7000,109.7000,111.0000
2026-04-22 13:00:00,117.2000,114.0000,123.2000
2026-04-22 13:10:00,105.8000,103.6000,106.2000
2026-04-22 13:20:00,101.0000,103.8000,133.8000
2026-04-22 13:30:00,112.2000,109.1000,132.7000
2026-04-22 13:40:00,114.5000,124.7000,127.5000
2026-04-22 13:50:00,120.2000,123.6000,107.6000
2026-04-22 14:00:00,122.2000,136.7000,100.8000
2026-04-22 14:10:00,140.8000,148.7000,137.4000
2026-04-22 14:20:00,105.9000,107.9000,143.0000
2026-04-22 14:30:00,109.7000,104.1000,112.5000
2026-04-22 14:40:00,104.8000,104.8000,101.1000
2026-04-22 14:50:00,102.0000,97.7000,105.5000
2026-04-22 15:00:00,100.6000,100.6000,102.5000
2026-04-22 15:10:00,103.5000,100.2000,105.0000
2026-04-22 15:20:00,77.7000,67.6000,104.7000
2026-04-22 15:30:00,81.9000,89.9000,85.1000
2026-04-22 15:40:00,28.6000,29.4000,56.4000
2026-04-22 15:50:00,39.8000,49.4000,35.3000
2026-04-22 16:00:00,43.2000,56.6000,44.5000
2026-04-22 16:10:00,59.7000,58.7000,51.8000
2026-04-22 16:20:00,57.7000,48.1000,51.5000
2026-04-22 16:30:00,77.9000,86.1000,75.9000
2026-04-22 16:40:00,84.2000,91.7000,93.6000
2026-04-22 16:50:00,94.5000,94.4000,87.5000
2026-04-22 17:00:00,99.5000,104.8000,94.4000
2026-04-22 17:10:00,91.8000,92.8000,103.4000
2026-04-22 17:20:00,101.9000,101.6000,98.2000
2026-04-22 17:30:00,103.1000,103.9000,102.2000
2026-04-22 17:40:00,106.1000,103.0000,98.5000
2026-04-22 17:50:00,97.6000,100.5000,98.6000
2026-04-22 18:00:00,98.1000,99.8000,102.5000
2026-04-22 18:10:00,102.9000,100.8000,103.7000
2026-04-22 18:20:00,102.0000,105.0000,98.6000
2026-04-22 18:30:00,103.6000,107.2000,97.7000
2026-04-22 18:40:00,99.7000,103.4000,102.5000
2026-04-22 18:50:00,105.1000,107.9000,108.2000
2026-04-22 19:00:00,103.7000,104.4000,99.1000
2026-04-22 19:10:00,108.3000,105.8000,100.7000
2026-04-22 19:20:00,104.7000,115.9000,104.4000
2026-04-22 19:30:00,104.2000,99.6000,100.2000
2026-04-22 19:40:00,99.7000,98.0000,97.9000
2026-04-22 19:50:00,95.8000,95.4000,100.5000
2026-04-22 20:00:00,95.7000,96.7000,95.3000
2026-04-22 20:10:00,97.0000,101.4000,97.1000
2026-04-22 20:20:00,97.1000,95.5000,100.3000
2026-04-22 20:30:00,97.6000,96.4000,97.8000
2026-04-22 20:40:00,97.7000,97.9000,100.3000
2026-04-22 20:50:00,99.3000,96.3000,96.9000
2026-04-22 21:00:00,99.6000,96.5000,101.9000
2026-04-22 21:10:00,101.7000,105.9000,97.2000
2026-04-22 21:20:00,100.9000,99.3000,95.9000
2026-04-22 21:30:00,96.8000,98.2000,98.0000
2026-04-22 21:40:00,99.6000,103.6000,103.0000
2026-04-22 21:50:00,100.5000,101.1000,99.0000
2026-04-22 22:00:00,100.9000,102.9000,98.9000
2026-04-22 22:10:00,103.9000,100.6000,97.0000
