date,time,temperature_C,pressure_hPa,wind_direction_deg,wind_speed_kmh,relative_humidity_pct,hourly_precip_mm
2026-04-23,18:00:00,27.272370014972125,1005.2866456405268,83.55570955106958,17.074964702425806,83.24277543390829,0.0
2026-04-23,19:00:07,27.187973691673676,1006.34478791031,88.91424625279551,9.177141050416587,85.3707309810622,0.0
2026-04-23,20:00:21,26.998260027974197,1006.6184265054345,101.90033155063577,10.422268578355142,86.13901802750888,0.0
2026-04-23,21:00:00,26.84836076055359,1007.7449782835497,265.5799571844809,2.176920774729361,86.24231243406965,0.0
2026-04-23,22:00:03,26.664967701511728,1008.6355381915517,284.499639439018,3.656791487723541,87.7134312439346,9.978015614698836e-06
2026-04-23,23:00:05,26.470454396918456,1007.8841686819802,231.28418096971052,3.3304216799361654,88.44215733994092,0.0
2026-04-24,00:00:00,26.204713694957093,1006.9101060576505,98.36747600944263,6.14869966338899,90.45174360188571,0.0
2026-04-24,01:00:04,26.377833601280486,1006.1632253229508,156.46283859588166,9.508904895591787,89.91681746881623,0.0
2026-04-24,02:00:30,26.00426777775408,1006.2308329377624,186.13877509112484,7.718141157925397,90.56836968550587,0.0
2026-04-24,03:00:00,25.852525673515004,1005.4126977255165,162.89776201124766,11.959517744470448,86.82893957500175,0.0
2026-04-24,04:00:25,25.3885710132609,1004.5343008997319,172.3112942191712,11.79984855837264,87.16586720075733,0.0
2026-04-24,05:00:10,24.99603051264711,1004.6363667049415,174.25186910573169,11.793011054185985,88.21897014889052,0.0
2026-04-24,06:00:00,24.75105409734067,1005.6335855164023,194.86043253747107,10.44255233822848,89.52100600105003,0.0
2026-04-24,07:00:07,25.198741215387827,1006.4691805386333,175.15610555923286,10.825415615847453,86.99782299913221,0.0
2026-04-24,08:00:18,26.436328413382455,1006.9302841622604,198.67230771199493,6.9020334175759395,81.44141815279431,0.0
2026-04-24,09:00:00,27.800891275154925,1006.9164331302926,286.74789639130205,6.060101144509329,75.96228866125686,0.0
2026-04-24,10:00:02,27.63151144298996,1006.8553640918024,349.7161908308118,12.656001704000063,80.26526144464692,0.0
2026-04-24,11:00:00,27.50713704383088,1006.3705505189748,17.09668293651067,13.35106027097433,83.45501873736525,0.0
2026-04-24,12:00:00,27.628047609945668,1004.9116841752964,37.73134766174835,13.578638495478575,84.45355359273111,0.0
2026-04-24,13:00:13,28.83484482940446,1003.876150276951,49.005716046346436,13.61593497983309,78.1701456052664,0.0
2026-04-24,14:00:04,28.954474634741757,1003.1862125113526,38.783995473066454,14.391713622507403,80.26068128712647,0.0
2026-04-24,15:00:00,28.488938274000645,1002.6136952250502,51.55003451794947,15.529284697270016,84.26299121459817,0.0
2026-04-24,16:00:02,28.312332907613154,1001.6659400119403,48.25650252250763,14.889579380653112,82.90102323223644,0.0
2026-04-24,17:00:19,28.024185652199662,1001.5755170305132,51.877569593372044,13.903911340388738,84.89858659051632,0.0
2026-04-24,18:00:00,27.87396650745029,1002.1998416586398,63.61836011373369,15.193986369007614,84.28424132418719,0.0
2026-04-24,19:00:01,27.389008470553506,1003.0136789324708,75.05135256241591,6.32789739310614,89.17297010200457,0.0
2026-04-24,20:00:07,27.202569060991436,1003.4552677190034,285.190492208763,3.4912589485685643,88.83386576207536,0.0
2026-04-24,21:00:00,27.076673221880185,1004.1152919724806,299.059943290101,5.040082986524572,88.71306378909696,0.0
2026-04-24,22:00:11,27.117186405340306,1005.0659014038462,290.1654595324257,5.17496495718013,87.93526425069207,0.0
2026-04-24,23:00:23,27.380342914626908,1005.0924592109877,147.13642894020364,5.854371209609925,87.2724455271094,0.0
2026-04-25,00:00:00,27.394050708920304,1003.6502609299822,160.691627262058,9.227154839869877,84.37970891516443,0.0
2026-04-25,01:00:12,27.533177712702013,1003.2617434870901,171.36280314838424,14.736104470933684,79.7569733965525,0.0
2026-04-25,02:00:00,27.43708564528066,1003.0080761963235,166.68372883827104,15.07549111276632,80.46411409960588,0.0
2026-04-25,03:00:00,27.393877785992004,1002.670665496239,157.00787556275594,20.066404671027986,81.4877216195634,0.0
2026-04-25,04:00:12,27.098246974137965,1002.0939186831124,154.47880697206313,18.04032767172853,83.91889464181207,0.0
2026-04-25,05:00:03,26.785036498664,1002.1967295493797,151.60003052105247,17.06679763642412,86.59875123852811,0.0
2026-04-25,06:00:00,26.313561227426817,1003.699342206887,188.45662743790348,9.123527087331128,88.23704580093053,0.0
2026-04-25,07:00:10,26.512744624879304,1004.2926955984449,156.1592663034396,8.990026360124505,87.22074251541942,0.0
2026-04-25,08:00:18,27.683904207361877,1004.58437648613,203.740703543684,4.630106626384304,80.80408290564233,0.0
2026-04-25,09:00:00,28.38775088114369,1004.8466638298513,317.7782937340239,5.261172270468919,79.41960573510664,0.0
2026-04-25,10:00:19,27.75637618277608,1005.3594478566141,271.409524056381,18.326061886705936,87.31650369086992,0.0
2026-04-25,11:00:16,27.44511785522036,1005.2994452211374,345.58976021174306,20.216289843893783,88.99732267621258,0.0
2026-04-25,12:00:00,27.34247959071058,1004.1121845122051,7.544453201349197,19.877610600315695,88.65421530653089,0.0
2026-04-25,13:00:05,27.502449180657322,1003.4317851596528,10.791434760038635,21.625176169884558,86.75918703039645,0.0
2026-04-25,14:00:07,27.639359886520197,1002.9685053402334,7.6680638223594295,20.745065858413632,85.62009458075796,0.0
2026-04-25,15:00:00,27.65042970320542,1002.4921972143295,16.85501047594175,19.087145469501472,86.50062920536979,0.0
2026-04-25,16:00:17,27.429272242453408,1001.6524815800913,28.22011340409327,16.655788580861692,88.62941452825544,0.0
2026-04-25,17:00:05,27.45594852344766,1001.3856950836634,39.34111719277831,15.538924811813532,88.56753089095993,0.0
