time,hs_interpolado
2026-04-24 00:00:00,0.9593555331230164
2026-04-24 01:00:00,0.9783419966697693
2026-04-24 02:00:00,1.0068353414535522
2026-04-24 03:00:00,1.0285944938659668
2026-04-24 04:00:00,1.0502084493637085
2026-04-24 05:00:00,1.0507235527038574
2026-04-24 06:00:00,1.0318763256072998
2026-04-24 07:00:00,1.0039093494415283
2026-04-24 08:00:00,0.9753612279891968
2026-04-24 09:00:00,0.9454787373542786
2026-04-24 10:00:00,0.9211215376853943
2026-04-24 11:00:00,0.8994007110595703
2026-04-24 12:00:00,0.8878989219665527
2026-04-24 13:00:00,0.8778185248374939
2026-04-24 14:00:00,0.8708258271217346
2026-04-24 15:00:00,0.8649151921272278
2026-04-24 16:00:00,0.85981285572052
2026-04-24 17:00:00,0.8543363213539124
2026-04-24 18:00:00,0.8506550192832947
2026-04-24 19:00:00,0.8483320474624634
2026-04-24 20:00:00,0.8516172170639038
2026-04-24 21:00:00,0.8624117374420166
2026-04-24 22:00:00,0.8830999135971069
2026-04-24 23:00:00,0.9211053848266602
